uid,body,title,url,newspaper_uid,host,n_tokens_title,n_tokens_body
26bc5a121ce26612c6becb0fdd2e5bc3,"Chihuahua.- Luego de confirmar la detención del exgobernador César Duarte, el mandatario estatal, Javier Corral Jurado, recordó que el priista heredó una deuda por casi 50 mil millones de pesos a los chihuahuenses como consecuencia del abuso en el manejo de los fondos públicos, por lo cual espera que pronto pueda ser extraditado.","Detención de César Duarte, triunfo ante la impunidad: Javier Corral",http://www.eluniversal.com.mx/estados/detencion-de-cesar-duarte-triunfo-ante-la-impunidad-javier-corral,eluniversal,www.eluniversal.com.mx,7,30
0749ee5300251510e0988c16f554a539," El que México lograra un lugar en el Consejo de Seguridad de la ONU llevó al canciller Marcelo Ebrard a liderar en aprobación. Le siguió el titular de Marina, muestra el Análisis de Reputación Mediática.","Ebrard, con mejor cobertura mediática al lograr lugar en Consejo de Seguridad",http://www.eluniversal.com.mx/nacion/ebrard-con-mejor-cobertura-mediatica-al-lograr-lugar-en-consejo-de-seguridad,eluniversal,www.eluniversal.com.mx,8,19
c60c1e7023f827cde296898d6c109fc0,#OpiniónExprés,AMLO perdió la oportunidad; prefirió el elogio,https://www.eluniversal.com.mx/opinion/leon-krauze/amlo-perdio-la-oportunidad-prefirio-el-elogio,eluniversal,www.eluniversal.com.mx,5,1
5b8aed6d8be464084a3e050f027b0ce6,"Bill Clinton es uno de los presidentes de Estados Unidos que pasaron a la historia por sus escándalos más que por sus políticas o acciones a favor de su pueblo. En De10.mx te contamos sobre los “trapos sucios” que enfrentó este controversial personaje antes, durante y después de su mandato.",10 escandalos de bill clinton que mancharon su presidencia,https://de10.com.mx/top-10/10-escandalos-de-bill-clinton-que-mancharon-su-presidencia,eluniversal,de10.com.mx,5,19
c0be1380a566bb889a5571c09490c863,"El Instituto Mexicano del Seguro Social (IMSS) aplazó la apertura de sus guarderías hasta el próximo 20 de julio a fin de hacer una exhaustiva revisión de protocolos sanitarios y actividades de capacitación, informó el director de Prestaciones Económicas y Sociales, Mauricio Hernández Ávila.",IMSS aplaza reapertura de guarderías hasta el próximo 20 de julio ,http://www.eluniversal.com.mx/nacion/imss-aplaza-reapertura-de-guarderias-hasta-el-proximo-20-de-julio,eluniversal,www.eluniversal.com.mx,6,26
344cb502454b377dbe9c54d7206b18f6," En los primeros 19 días que operó Querétaro con semáforo naranja en materia epidemiológica, se dieron el 34% y 29% del total de las muertes y contagios, respectivamente, que se tienen cuantificados en los casi 4 meses de pandemia, revelan datos de la página de internet que abrió el gobierno del estado, en donde se almacena la información realtiva al Covid-19.","Nueva normalidad incrementa contagios y muertes por Covid-19, en Querétaro",https://www.eluniversalqueretaro.mx/portada/suben-casos-en-la-nueva-normalidad,eluniversal,www.eluniversalqueretaro.mx,6,26
8d4beb6d6080e7312a6b04e56e60b04b," La Universidad de Harvard planea que los cursos (pregrado y posgrado) para el año académico 2020-21 sean en línea. Los estudiantes aprenderán remotamente, vivan o no en el campus.",cuanto cuesta estudiar en la universidad de harvard 2020 2021,https://www.viveusa.mx/educacion/cuanto-cuesta-estudiar-en-la-universidad-de-harvard-2020-2021,eluniversal,www.viveusa.mx,5,14
e3a844da2cd6efe6af81290134292a7f,"La industria turística es uno los sectores más importantes de México pero también de los más golpeados durante el paso de la Covid-19. No sabemos cuándo llegara la vacuna, por eso, debemos aprender a vivir (y a viajar) con nuevas reglas que protejan nuestra salud y la de todos, porque unos dependemos de los otros.",Así podrían ser las vacaciones de los mexicanos en tiempos de Covid-19,http://www.eluniversal.com.mx/destinos/como-seran-las-vacaciones-de-los-mexicanos-en-tiempos-de-covid-19,eluniversal,www.eluniversal.com.mx,6,20
a5ae55365985637f0130922a126abcc6," El gobierno de Oaxaca, en coordinación con autoridades federales y municipales, comenzó oficialmente el censo de las casas que resultaron con daños tras el sismo de 7.4 grados que el pasado 23 de junio golpeó a la entidad, principalmente a las regiones Costa y Sierra Sur. ",Arranca Murat censo de viviendas afectadas en Oaxaca por sismo de 7.4 grados ,https://oaxaca.eluniversal.com.mx/municipios/05-07-2020/arranca-murat-censo-de-viviendas-afectadas-en-oaxaca-por-sismo-de-74-grados,eluniversal,oaxaca.eluniversal.com.mx,8,24
5a843af687024402a9c8e4c6be81357d,"Toda la fortuna amasada por Nemesio Oseguera Cervantes, ‘El Mencho’, por traficar drogas se debe a la red de lavado de dinero que estableció por todo el mundo el clan de hermanos González Valencia, conocidos como ‘Los Cuinis’.","‘Los Cuinis’, cuñados del ‘Mencho’, que están en prisión",http://www.unionjalisco.mx/articulo/2020/07/07/seguridad/los-cuinis-cunados-del-mencho-que-estan-en-prision,eluniversal,www.unionjalisco.mx,4,21
bebe996f5927072e655061faf9403c1a," Las calificaciones y certificados correspondientes al ciclo escolar 2019-2020, ya están disponibles y pueden consultarse a través de las páginas seslp.gob.mx, http://cpte.gob.mx/calificaciones/ y en la aplicación para celular Calificaciones SLP, informó su titular Joel Ramírez Díaz, quien precisó que en ambos casos es un trámite completamente gratuito. ",Ofrece la SEGE consulta de boleta de calificaciones y certificados a través de celular e internet,https://sanluis.eluniversal.com.mx/sociedad/22-06-2020/ofrece-la-sege-consulta-de-boleta-de-calificaciones-y-certificados-traves-de,eluniversal,sanluis.eluniversal.com.mx,9,26
b9c7d2484ca1b286493115c2e1dc31e8," Juchitán de Zaragoza.— En tan sólo 10 días murieron 47 personas en Juchitán, de acuerdo con la Regiduría de Parques y Panteones del Ayuntamiento y los registros que llevan de los sepelios en los cuatro panteones existentes en esta ciudad. ",Mueren de 3 a 7 personas al día en Juchitán; el domingo sepultaron 9,https://oaxaca.eluniversal.com.mx/municipios/07-07-2020/mueren-de-3-7-personas-al-dia-en-juchitan-el-domingo-sepultaron-9,eluniversal,oaxaca.eluniversal.com.mx,6,19
e9f3fd63f6447a010055b9c3593dc237,"En medio de la pandemia del coronavirus, Aston Martin ha reactivado sus actividades en su fábrica de Inglaterra, y lo hicieron con la producción de un vehículo especial que regresará luego de 55 años de haber nacido. ",El auto de James Bond volverá a la vida luego de 55 años ,http://www.eluniversal.com.mx/autopistas/aston-martin-volvera-fabricar-el-mitico-db5-de-james-bond,eluniversal,www.eluniversal.com.mx,7,18
2d36cda8af60861093d186105e814f98,Aún en el siglo XXI hay gente a la que le cuesta creer que a las chicas también puede gustarles el futbol como a los hombres. Pero la influencer Karla Arriola demuestra que tiene más pasión por el Club América que cualquier otro aficionado del equipo.,karla arriola la bella influencer americanista,https://de10.com.mx/top-10/karla-arriola-la-bella-influencer-americanista,eluniversal,de10.com.mx,5,21
62bdc9546932cf8104d59b7452e45147," El presidente de la mesa Directiva del Congreso del Estado, diputado Martín Juárez Córdova aseguró que hasta el momento no se ha recibido oficialmente ninguna comunicación del diputado Pedro César Carrizales Becerra para notificar una ausencia temporal o definitiva de su encargo.",“El Mijis” no ha solicitado retirarse de la diputación: Congreso de SLP,https://sanluis.eluniversal.com.mx/politica/06-07-2020/el-mijis-no-ha-solicitado-retirarse-de-la-diputacion-congreso-de-slp,eluniversal,sanluis.eluniversal.com.mx,6,24
f2dba651f8fdfa51e00ed0a3043d69df,Parece que poco a poco se va viendo la luz al final del túnel en eso del calendario del Apertura 2020.,Estos equipos jugarán el primer lunes por la noche del Apertura 2020,http://www.eluniversal.com.mx/universal-deportes/futbol/liga-mx-estos-equipos-jugaran-el-primer-lunes-por-la-noche-del-ap2020,eluniversal,www.eluniversal.com.mx,6,8
1670243f0b3a804a3e651f543e0e1c47,"Ciudad Victoria.- El presidente municipal de Ciudad Madero, Adrián Oseguera Kernion, confirmó que un bebé murió por Covid-19 en un hospital.",Confirman defunción de bebé por Covid-19 en Tamaulipas,http://www.eluniversal.com.mx/estados/confirman-defuncion-de-bebe-por-covid-19-en-tamaulipas,eluniversal,www.eluniversal.com.mx,4,12
9af16dba8ed848b13689dd4b1b0d8c17,"Integrantes de la familia LeBarón viajaron a Estados Unidos esta tarde para manifestarse en los alrededores de la Casa Blanca, mientras el presidente de ese país, Donald Trump, se reunía con el titular del Ejecutivo federal mexicano, Andrés Manuel López Obrador.",Familia LeBarón se manifiesta durante visita de AMLO a Washington,https://www.eluniversal.com.mx/nacion/sociedad/lebaron-se-manifiestan-durante-visita-de-amlo-washington,eluniversal,www.eluniversal.com.mx,6,24
aa4f2fd9120e9b65a7614cf42b9375e4," Todos los mexicanos necesitan un pasaporte para viajar al extranjero por motivos de turismo, estudio o trabajo. Tener este documento vigente, será útil en un viaje planeado o imprevisto. ",documentos para tramitar el pasaporte mexicano por primera vez,https://www.viveusa.mx/educacion/documentos-para-tramitar-el-pasaporte-mexicano-por-primera-vez,eluniversal,www.viveusa.mx,6,16
a21499d2b0e5eaa02f7500a331651dab,"Toluca.– Unas ocho narcomantas fueron encontradas ayer sobre las principales avenidas de la Ciudad de Toluca, firmadas por el grupo de la delincuencia organizada La Familia Michoacana.",tapizan avenidas con ocho narcomantas amenazantes de la familia michoacana en edomex,https://www.elgrafico.mx/la-roja/tapizan-avenidas-con-ocho-narcomantas-amenazantes-de-la-familia-michoacana-en-edomex,eluniversal,www.elgrafico.mx,8,15
806953c3b38cd88d03980c3e9c00cdcf,"Culiacán.- Fue identificado como Enrique Romero Guzmán Rocha, sobrino de Joaquín Guzmán Loera “El Chapo”, el joven encontrado asesinado dentro de un vehículo Toyota Corolla, el cual fue localizado abandonado en una brecha que conduce a la comunidad de El Ranchito, a la salida sur de la capital del estado.","Matan a joven en Culiacán; lo identifican como sobrino de ""El Chapo""",http://www.eluniversal.com.mx/estados/matan-joven-en-culiacan-lo-identifican-como-sobrino-de-el-chapo,eluniversal,www.eluniversal.com.mx,6,26
e78910396dc54197301546cd77608dcf,"La realidad es que Cruz Azul se sigue viendo en buena forma. Su cuadro titular superó de inicio a fin a un Toluca que también sigue igual que en el campeonato anterior, con un tono gris, sin mucho que ofrecer.","Cruz Azul gana de nuevo, ahora elimina al Toluca",http://www.eluniversal.com.mx/universal-deportes/futbol/cruz-azul-gana-de-nuevo-ahora-elimina-al-toluca,eluniversal,www.eluniversal.com.mx,7,20
c6e7a62ee2de9ae6226f123310e4d5a3,#OpiniónExprés,La realidad alterna de AMLO y Trump,https://www.eluniversal.com.mx/opinion/carlos-heredia-zubieta/la-realidad-alterna-de-amlo-y-trump,eluniversal,www.eluniversal.com.mx,4,1
429b81968fb746c648461a743206a60b," Un buen cuidado de la piel y estilos de vida saludables ayudan a prevenir problemas dermatológicos y a retrasar el envejecimiento. ",5 consejos de dermatologos para lucir una piel radiante,https://www.viveusa.mx/bienestar/5-consejos-de-dermatologos-para-lucir-una-piel-radiante,eluniversal,www.viveusa.mx,5,12
97aa976b48de136c8a7c0a515bcd66fe," La Casa Blanca es el lugar donde viven los presidentes de Estados Unidos y tiene más de 200 años de historia. Fue el primer presidente, George Washington, quien seleccionó el sitio donde se construiría. En 1792 se eligió el diseño del arquitecto irlandés James Hoban y se colocó la “primera piedra”. ",fotos asi es el interior de los salones de la casa blanca,https://www.viveusa.mx/destinos/fotos-asi-es-el-interior-de-los-salones-de-la-casa-blanca,eluniversal,www.viveusa.mx,6,24
2f269fb2524f3f4cf082e838d5d6d7b3," Uno de los documentos más importantes para un automovilista es su licencia de conducir. Por lo tanto, es importante que la mantenga actualizada. Sin embargo, la contingencia por coronavirus ha puesto en pausa muchos servicios, trámites y otros aspectos de la vida diaria. Afortunadamente, el internet se ha convertido en una herramienta útil para hacerle frente a la situación que el mundo enfrenta actualmente. ",¿Cómo tramitar en línea la reposición de la licencia de conducir?,http://www.eluniversal.com.mx/techbit/como-tramitar-en-linea-la-reposicion-de-la-licencia-de-conducir,eluniversal,www.eluniversal.com.mx,5,29
bf78d4a2cef61130516e68e2f122d49f,"Una pequeña hoguera con restos de leña quemada, llantas, alambres y restos óseos, fue hallada a principios de diciembre en 2014 en la Barranca de la Carnicería, en el municipio de Iguala, Guerrero. La habían encontrado miembros de la Unión de Pueblos y Organizaciones del Estado de Guerrero, UPOEG.","La nueva “verdad histórica”, a 800 metros de la otra",https://www.eluniversal.com.mx/opinion/hector-de-mauleon/la-nueva-verdad-historica-800-metros-de-la-otra,eluniversal,www.eluniversal.com.mx,4,24
f628803337f96f87e84574c0a135e3ff," Oaxaca de Juárez.- La noche de este domingo, el Cabildo del Ayuntamiento de la capital aprobó, en sesión ordinaria, la reapertura de las actividades comerciales en el municipio, a partir de este lunes.",Estos son los comercios y la capacidad a la que pueden abrir al transitar la capital a naranja ,https://oaxaca.eluniversal.com.mx/estatal/06-07-2020/estos-son-los-comercios-y-la-capacidad-la-que-pueden-abrir-al-transitar-la,eluniversal,oaxaca.eluniversal.com.mx,7,15
1074bd6e1d9dd7447fc97ed21186f7a9,"La cafeína es un compuesto químico que se encuentra en diferentes bebidas como el té o el café, fue aislada en 1819 por el químico alemán Friedrich Ferdinand Runge; es el psicoestimulante más utilizado en todo el mundo, de hecho, se estima que más del 87 por ciento de la población de los Estados Unidos consume cierta cantidad de cafeína todos los días según informa la revista Neurología.",El consumo excesivo de cafeína podría estar vinculado con la migraña,http://www.eluniversal.com.mx/menu/la-migrana-podria-estar-vinculada-con-el-consumo-excesivo-de-cafeina,eluniversal,www.eluniversal.com.mx,6,31
42adbb3498ea63450a642eff92241540," Querétaro, Querétaro.-","Con largas filas y restricciones, abren el mercado de Las Flores ",https://www.eluniversalqueretaro.mx/portada/retonan-abren-el-mercado-de-las-flores,eluniversal,www.eluniversalqueretaro.mx,6,1
4a8c43207806a4e34f1d5ffe38098396," Fuertes lluvias con presencia de granizo se registró la tarde - noche de este martes en la Zona Metropolitana de Querétaro, dejando algunas zonas y colonias inundadas del poniente y norte de la capital del estado.",Lluvias dejan inundaciones en algunas zonas de la capital queretana,https://www.eluniversalqueretaro.mx/metropoli/lluvias-dejan-inundaciones-en-algunas-zonas-de-la-capital-queretana,eluniversal,www.eluniversalqueretaro.mx,6,18
d4683c897b6377ead0ebd90c1b60a29e,"Hay papeles especiales en la carrera de cada actor y para Shelley Duvall su trabajo junto a Stanley Kubrick y Jack Nicholson en El Resplandor, marcaría su vida y casi le costaría su cordura.",shelley duvall y el tormento que vivio al filmar el resplandor,https://de10.com.mx/top-10/shelley-duvall-y-el-tormento-que-vivio-al-filmar-el-resplandor,eluniversal,de10.com.mx,6,19
6d23129583d72f896daa65ebdf27c051,"En Washington, el presidente Andrés Manuel López Obrador ""extinguió la hostilidad"", dijo el líder de la mayoría en el Senado, Ricardo Monreal Ávila"", y colocó la relación binacional ""en su mejor momento"".","AMLO “extinguió la hostilidad” en Washington, dice Monreal",http://www.eluniversal.com.mx/nacion/politica/monreal-amlo-extinguio-la-hostilidad-en-washington,eluniversal,www.eluniversal.com.mx,6,20
667e64899554d0452cc7911371c49090,"El embajador de Estados Unidos en México, Christopher Landau, reveló que el lunes su país respondió a la nota diplomática emitida por el gobierno de México por el operativo ""Rápido y Furioso"".","EU responde a nota diplomática de México por ""Rápido y Furioso""",http://www.eluniversal.com.mx/nacion/politica/rapido-y-furioso-eu-responde-nota-diplomatica-de-mexico,eluniversal,www.eluniversal.com.mx,7,17
2d1db9abf38ff247ff982eaa4eed37c0,El primer encuentro cara a cara entre Andrés Manuel López Obrador y Donald Trump fue de un pragmatismo total de ambos mandatarios que metieron bajo la alfombra toda tensión histórica o personal para lanzarse elogios mutuos —o mutual admiration en inglés— y declararse uno al otro los “mejores amigos” e impulsores de la transformación en sus respectivos países.,Amistades peligrosas y elogios mutuos,https://www.eluniversal.com.mx/opinion/salvador-garcia-soto-expres/amistades-peligrosas-y-elogios-mutuos,eluniversal,www.eluniversal.com.mx,4,33
f081155f51413ae9124c6686f034823a,"El presidente de Estados Unidos, Donald Trump, defendió este miércoles la alianza con México, a cuyo mandatario, Andrés Manuel López Obrador, calificó de una “gran persona”.","“AMLO es una gran persona, es un honor tenerlo con nosotros”: Trump",http://www.eluniversal.com.mx/mundo/amlo-es-una-gran-persona-es-un-honor-tenerlo-con-nosotros-trump,eluniversal,www.eluniversal.com.mx,6,17
879b33abfbd46ca2cfbcc17bac0bebfb,"En el día 38 desde que comenzó la “nueva normalidad”, México reportó 275 mil 003 casos positivos a Covid-19, 6 mil 995 más que ayer, así como 32 mil 796 defunciones, un incremento de 782 con respecto al día anterior. ","México, con nuevo máximo de casos por Covid; suma 275 mil",http://www.eluniversal.com.mx/nacion/sociedad/coronavirus-8-de-julio-mexico-con-nuevo-maximo-de-casos-por-covid-suma-275-mil,eluniversal,www.eluniversal.com.mx,7,18
8bb2a67605d86d8994259e5821ddcf1b," Washington.— El presidente Andrés Manuel López Obrador sostendrá este miércoles su primer encuentro presencial con su homólogo de Estados Unidos, Donald Trump, en medio de la contienda electoral en la que el republicano busca mantenerse en la Casa Blanca.","AMLO y Trump, cara a cara hoy en EU",http://www.eluniversal.com.mx/nacion/amlo-y-trump-cara-cara-hoy-en-eu,eluniversal,www.eluniversal.com.mx,6,22
30b77a124b2360b3387b5d02e7f0fa49," La Fiscalía General de Oaxaca (FGEO) informó que elementos de esta instancia de procuración de justicia aprehendieron este viernes al presunto feminicida de María Concepción, adolescente de 17 años que fue asesinada junto Alexander, su bebé de un año y 10 meses, en Ejutla de Crespo.",Detiene Fiscalía a presunto feminicida de María y su bebé,https://oaxaca.eluniversal.com.mx/seguridad/03-07-2020/detiene-fiscalia-presunto-feminicida-de-maria-y-su-bebe,eluniversal,oaxaca.eluniversal.com.mx,6,25
c82231cdf63e229e94bddfc1b3718f3c,"  El presidente de México, Andrés Manuel López Obrador, estará acompañado por once empresarios de su país, incluido el multimillonario Carlos Slim, en la cena que su homólogo estadounidense, Donald Trump, le ofrecerá el miércoles durante su visita a Washington, reveló este martes la cancillería. ",quienes son los empresarios que acompanan amlo washington,https://www.viveusa.mx/noticias/quienes-son-los-empresarios-que-acompanan-amlo-washington,eluniversal,www.viveusa.mx,4,26
1adfffe5d636626c3219f40abcc52770,"César Arturo fue asesinado frente a su casa, y ante su esposa, por dos hombres que le robaron una motoneta. Aunque no se opuso a entregar el vehículo, sí se resistió a dar su celular y el de su pareja, además de una mochila.",asaltan y acribillan policia frente su casa y ante su esposa en iztapalapa,https://www.elgrafico.mx/la-roja/asaltan-y-acribillan-policia-frente-su-casa-y-ante-su-esposa-en-iztapalapa,eluniversal,www.elgrafico.mx,7,20
c70f84f8e675872e5231b9a401182dbf,"Omar Gómez Trejo, titular de la Unidad Especial de Investigación y Litigación del Caso Ayotzinapa, informó que esta tarde fueron identificados los restos de Christian Alfonso Rodríguez Telumbre, uno de los 43 normalistas de Ayotzinapa desaparecidos en 2014.","¿Quién era Christian Alfonso Rodríguez, normalista de Ayotzinapa? ",http://www.eluniversal.com.mx/nacion/quien-era-christian-alfonso-rodriguez-normalista-de-ayotzinapa,eluniversal,www.eluniversal.com.mx,5,21
424152051d3f9365fad452a1d74931dc,El gobierno del Estado de México a través de la Subsecretaría de Educación Básica informó el día que se entregarán los útiles escolares para el ciclo escolar 2020-2021.,Útiles escolares Edomex 2020-2021: Cuándo se entregan ,http://www.unionedomex.mx/articulo/2020/07/03/educacion/utiles-escolares-edomex-2020-2021-cuando-se-entregan,eluniversal,www.unionedomex.mx,5,13
ffbc277be0d4f74ef1f32f8742af6165,"El 8 de julio de 1985, Madonna apareció desnuda en las páginas de las revistas para adultos Playboy y Penthouse. En ese momento la “reina del pop” gozaba de uno de los mejores momentos en su carrera tras publicar Like a Virgin (1984), pero aquellas publicaciones significaron todo un escándalo para ella. Aquí en De10.mx te contamos los detalles…",la historia de las polemicas fotos de madonna con playboy y penthouse,https://de10.com.mx/top-10/la-historia-de-las-polemicas-fotos-de-madonna-con-playboy-y-penthouse,eluniversal,de10.com.mx,6,26
87348102053c034a5df5fcf335d75703,"En su cuenta de Twitter Patricia Armendáriz, CEO de Financiera Sustentable y única mujer empresaria que fue invitada a la cena que esta noche ofreció el presidente de Estados Unidos Donald Trump, compartió algunas fotografías del encuentro. ",Empresaria invitada de AMLO comparte fotos de cena de gala con Trump,http://www.eluniversal.com.mx/nacion/amlo-empresaria-invitada-comparte-fotos-de-cena-de-gala-con-trump,eluniversal,www.eluniversal.com.mx,8,21
7cd05c49b1bdd9bf33fabff94eeaf258," Ayer estaban tan contentos en la Casa Blanca por la visita del presidente mexicano, Andrés Manuel López Obrador, que de tanta emoción escribieron mal el nombre del mandatario mexicano, y amigo del presidente Donald Trump, en la declaración oficial de Oficina de la Secretaria de Prensa. “Andres Manel López Obrador”, escribió la secretaria de Prensa de la casa presidencial estadounidense en la que se da cuenta de la visita de AMLO a Estados Unidos. Todos consideran que se trató de un error, sin embargo, algunos en tono broma dicen que se puede tratar de una especie de acto de reciprocidad por parte de la Casa Blanca, pues el presidente López Obrador nunca dice de manera correcta el apellido de don Donald. Sin embargo, es más fuerte el intercambio de halagos que se dispensan los dos presidentes, que lo de menos es la manera en que se escriban o pronuncien sus nombres.",Venganza de la Casa Blanca,https://www.eluniversal.com.mx/opinion/periodistas-el-universal/venganza-de-la-casa-blanca,eluniversal,www.eluniversal.com.mx,3,81
747d76e955daf84433474b2bdbd33772,"En imágenes que difundió la Presidencia de la República, se observa que el presidente Andrés Manuel López Obrador entregó a Donald Trump, un bat decorado con arte huichol.",AMLO y Trump intercambian bates de beisbol en la Casa Blanca,http://www.eluniversal.com.mx/nacion/politica/amlo-y-trump-intercambian-bates-de-beisbol,eluniversal,www.eluniversal.com.mx,7,17
47279c1463894fe66f4ca90e5e0f496a,Curvy Zelma saltó a la fama después de ganar Este es mi Estilo en 2019.,"Curvy Zelma, de Venga la Alegría a Survivor México 2020",http://www.unionyucatan.mx/articulo/2020/07/05/espectaculos/curvy-zelma-de-venga-la-alegria-survivor-mexico-2020,eluniversal,www.unionyucatan.mx,6,7
3973e1be139e94093830ee3eee7d8b78,"Triste, desangelado, apagado, gris, cualquier adjetivo es válido cuando el futbol no tiene gente en los estadios. Cuando veíamos el regreso de los grandes torneos en Europa con la Bundesliga, La Liga, la Premier League o la Serie A, probablemente no dimensionamos lo que sería un partido sin aficionados.",La soledad y desánimo en el Pumas vs América,https://www.eluniversal.com.mx/opinion/gerardo-velazquez-de-leon/la-soledad-y-desanimo-en-el-pumas-vs-america,eluniversal,www.eluniversal.com.mx,5,24
72b6673a78539a1cca5a3e37df3fcb47,Tigres y Gignac despiertan en la Copa por México para derrotar al Guadalajara.,Tigres derrota a Chivas en la Copa por México,http://www.eluniversal.com.mx/universal-deportes/futbol/chivas-vs-tigres-en-vivo-copa-por-mexico,eluniversal,www.eluniversal.com.mx,5,7
0cff49d667915c54deb4699567418478,"El mexicano Hirving Lozano le dio un triunfo por 2-1 este miércoles al Nápoles en el campo del Génova con un gol marcado a los tres minutos de saltar al campo, el cuarto de su temporada en la Serie A. ",Chucky Lozano entra de cambio y le da el triunfo al Nápoli,http://www.eluniversal.com.mx/universal-deportes/futbol/chucky-lozano-entra-de-cambio-y-le-da-el-triunfo-al-napoli,eluniversal,www.eluniversal.com.mx,7,18
d861c6b3f5549835736dfcaa98dd5379,"Washington DC.- Esta mañana y por segunda ocasión en la presente administración federal, personas que se identifican como seguidores del presidente Andrés Manuel López Obrador agredieron verbalmente a Irving Pineda, reportero de Tv Azteca, cuando el Ejecutivo federal había depositado una ofrenda floral al monumento de Benito Juárez en la capital estadounidense.",Simpatizantes de AMLO agreden al reportero Irving Pineda en Washington,http://www.eluniversal.com.mx/nacion/simpatizantes-de-amlo-agreden-reportero-irving-pineda-en-washington,eluniversal,www.eluniversal.com.mx,7,32
